tx_id,date,store_id,product_id,quantity,gross_sales,discount,net_sales,customers
4095,2024-07-23,4,201,17,425.0,8.5,416.5,111
4096,2024-07-23,4,202,11,550.0,0.0,550.0,111
4097,2024-07-23,5,101,115,345.0,0.0,345.0,177
4098,2024-07-23,5,102,120,600.0,12.0,588.0,177
4099,2024-07-23,5,201,30,750.0,0.0,750.0,177
4100,2024-07-23,5,202,28,1400.0,0.0,1400.0,177
4101,2024-07-24,1,101,50,150.0,0.0,150.0,101
4102,2024-07-24,1,102,71,355.0,0.0,355.0,101
4103,2024-07-24,1,201,22,550.0,11.0,539.0,101
4104,2024-07-24,1,202,17,850.0,0.0,850.0,101
4105,2024-07-24,2,101,63,189.0,9.45,179.55,109
4106,2024-07-24,2,102,67,335.0,0.0,335.0,109
4107,2024-07-24,2,201,6,150.0,0.0,150.0,109
4108,2024-07-24,2,202,12,600.0,12.0,588.0,109
4109,2024-07-24,3,101,69,207.0,10.35,196.65,111
4110,2024-07-24,3,102,71,355.0,0.0,355.0,111
4111,2024-07-24,3,201,23,575.0,0.0,575.0,111
4112,2024-07-24,3,202,14,700.0,35.0,665.0,111
4113,2024-07-24,4,101,57,171.0,0.0,171.0,83
4114,2024-07-24,4,102,48,240.0,12.0,228.0,83
4115,2024-07-24,4,201,9,225.0,0.0,225.0,83
4116,2024-07-24,4,202,6,300.0,0.0,300.0,83
4117,2024-07-24,5,101,77,231.0,11.55,219.45,94
4118,2024-07-24,5,102,77,385.0,0.0,385.0,94
4119,2024-07-24,5,201,16,400.0,0.0,400.0,94
4120,2024-07-24,5,202,13,650.0,0.0,650.0,94
4121,2024-07-25,1,101,51,153.0,0.0,153.0,83
4122,2024-07-25,1,102,53,265.0,0.0,265.0,83
4123,2024-07-25,1,201,10,250.0,0.0,250.0,83
4124,2024-07-25,1,202,9,450.0,0.0,450.0,83
4125,2024-07-25,2,101,46,138.0,0.0,138.0,84
4126,2024-07-25,2,102,52,260.0,0.0,260.0,84
4127,2024-07-25,2,201,9,225.0,0.0,225.0,84
4128,2024-07-25,2,202,14,700.0,0.0,700.0,84
4129,2024-07-25,3,101,117,351.0,0.0,351.0,149
4130,2024-07-25,3,102,116,580.0,11.6,568.4,149
4131,2024-07-25,3,201,27,675.0,0.0,675.0,149
4132,2024-07-25,3,202,22,1100.0,0.0,1100.0,149
4133,2024-07-25,4,101,57,171.0,0.0,171.0,83
4134,2024-07-25,4,102,60,300.0,6.0,294.0,83
4135,2024-07-25,4,201,6,150.0,0.0,150.0,83
4136,2024-07-25,4,202,11,550.0,0.0,550.0,83
4137,2024-07-25,5,101,90,270.0,0.0,270.0,128
4138,2024-07-25,5,102,88,440.0,0.0,440.0,128
4139,2024-07-25,5,201,19,475.0,9.5,465.5,128
4140,2024-07-25,5,202,11,550.0,11.0,539.0,128
4141,2024-07-26,1,101,61,183.0,3.66,179.34,97
4142,2024-07-26,1,102,62,310.0,0.0,310.0,97
4143,2024-07-26,1,201,12,300.0,0.0,300.0,97
4144,2024-07-26,1,202,14,700.0,0.0,700.0,97
4145,2024-07-26,2,101,43,129.0,2.58,126.42,74
4146,2024-07-26,2,102,41,205.0,4.1,200.9,74
4147,2024-07-26,2,201,13,325.0,0.0,325.0,74
4148,2024-07-26,2,202,9,450.0,0.0,450.0,74
4149,2024-07-26,3,101,94,282.0,0.0,282.0,141
4150,2024-07-26,3,102,86,430.0,0.0,430.0,141
4151,2024-07-26,3,201,17,425.0,8.5,416.5,141
4152,2024-07-26,3,202,23,1150.0,0.0,1150.0,141
4153,2024-07-26,4,101,61,183.0,0.0,183.0,86
4154,2024-07-26,4,102,65,325.0,0.0,325.0,86
4155,2024-07-26,4,201,9,225.0,4.5,220.5,86
4156,2024-07-26,4,202,11,550.0,27.5,522.5,86
4157,2024-07-26,5,101,68,204.0,0.0,204.0,133
4158,2024-07-26,5,102,97,485.0,0.0,485.0,133
4159,2024-07-26,5,201,16,400.0,0.0,400.0,133
4160,2024-07-26,5,202,18,900.0,0.0,900.0,133
4161,2024-07-27,1,101,59,177.0,0.0,177.0,107
4162,2024-07-27,1,102,58,290.0,0.0,290.0,107
4163,2024-07-27,1,201,3,75.0,1.5,73.5,107
4164,2024-07-27,1,202,13,650.0,0.0,650.0,107
4165,2024-07-27,2,101,72,216.0,0.0,216.0,106
4166,2024-07-27,2,102,75,375.0,7.5,367.5,106
4167,2024-07-27,2,201,16,400.0,0.0,400.0,106
4168,2024-07-27,2,202,18,900.0,0.0,900.0,106
4169,2024-07-27,3,101,87,261.0,13.05,247.95,125
4170,2024-07-27,3,102,92,460.0,0.0,460.0,125
4171,2024-07-27,3,201,18,450.0,0.0,450.0,125
4172,2024-07-27,3,202,15,750.0,0.0,750.0,125
4173,2024-07-27,4,101,65,195.0,3.9,191.1,106
4174,2024-07-27,4,102,57,285.0,0.0,285.0,106
4175,2024-07-27,4,201,14,350.0,0.0,350.0,106
4176,2024-07-27,4,202,10,500.0,0.0,500.0,106
4177,2024-07-27,5,101,94,282.0,0.0,282.0,142
4178,2024-07-27,5,102,102,510.0,0.0,510.0,142
4179,2024-07-27,5,201,19,475.0,0.0,475.0,142
4180,2024-07-27,5,202,18,900.0,18.0,882.0,142
4181,2024-07-28,1,101,82,246.0,0.0,246.0,142
4182,2024-07-28,1,102,72,360.0,0.0,360.0,142
4183,2024-07-28,1,201,19,475.0,9.5,465.5,142
4184,2024-07-28,1,202,9,450.0,22.5,427.5,142
4185,2024-07-28,2,101,57,171.0,0.0,171.0,95
4186,2024-07-28,2,102,51,255.0,0.0,255.0,95
4187,2024-07-28,2,201,11,275.0,0.0,275.0,95
4188,2024-07-28,2,202,8,400.0,8.0,392.0,95
4189,2024-07-28,3,101,136,408.0,0.0,408.0,206
4190,2024-07-28,3,102,141,705.0,0.0,705.0,206
4191,2024-07-28,3,201,29,725.0,0.0,725.0,206
4192,2024-07-28,3,202,29,1450.0,0.0,1450.0,206
4193,2024-07-28,4,101,69,207.0,0.0,207.0,108
4194,2024-07-28,4,102,59,295.0,0.0,295.0,108
4195,2024-07-28,4,201,10,250.0,5.0,245.0,108
4196,2024-07-28,4,202,19,950.0,0.0,950.0,108
4197,2024-07-28,5,101,110,330.0,0.0,330.0,168
4198,2024-07-28,5,102,112,560.0,11.2,548.8,168
4199,2024-07-28,5,201,21,525.0,0.0,525.0,168
4200,2024-07-28,5,202,25,1250.0,0.0,1250.0,168
4201,2024-07-29,1,101,48,144.0,0.0,144.0,83
4202,2024-07-29,1,102,42,210.0,0.0,210.0,83
4203,2024-07-29,1,201,10,250.0,0.0,250.0,83
4204,2024-07-29,1,202,8,400.0,0.0,400.0,83
4205,2024-07-29,2,101,37,111.0,0.0,111.0,66
4206,2024-07-29,2,102,48,240.0,0.0,240.0,66
4207,2024-07-29,2,201,9,225.0,11.25,213.75,66
4208,2024-07-29,2,202,10,500.0,10.0,490.0,66
4209,2024-07-29,3,101,101,303.0,0.0,303.0,141
4210,2024-07-29,3,102,79,395.0,0.0,395.0,141
4211,2024-07-29,3,201,16,400.0,8.0,392.0,141
4212,2024-07-29,3,202,27,1350.0,27.0,1323.0,141
4213,2024-07-29,4,101,55,165.0,0.0,165.0,74
4214,2024-07-29,4,102,46,230.0,0.0,230.0,74
4215,2024-07-29,4,201,5,125.0,0.0,125.0,74
4216,2024-07-29,4,202,13,650.0,13.0,637.0,74
4217,2024-07-29,5,101,90,270.0,0.0,270.0,103
4218,2024-07-29,5,102,66,330.0,0.0,330.0,103
4219,2024-07-29,5,201,21,525.0,0.0,525.0,103
4220,2024-07-29,5,202,13,650.0,0.0,650.0,103
4221,2024-07-30,1,101,70,210.0,0.0,210.0,107
4222,2024-07-30,1,102,59,295.0,5.9,289.1,107
4223,2024-07-30,1,201,7,175.0,0.0,175.0,107
4224,2024-07-30,1,202,20,1000.0,0.0,1000.0,107
4225,2024-07-30,2,101,40,120.0,0.0,120.0,66
4226,2024-07-30,2,102,40,200.0,0.0,200.0,66
4227,2024-07-30,2,201,7,175.0,0.0,175.0,66
4228,2024-07-30,2,202,6,300.0,6.0,294.0,66
4229,2024-07-30,3,101,96,288.0,0.0,288.0,117
4230,2024-07-30,3,102,96,480.0,0.0,480.0,117
4231,2024-07-30,3,201,20,500.0,10.0,490.0,117
4232,2024-07-30,3,202,21,1050.0,52.5,997.5,117
4233,2024-07-30,4,101,52,156.0,0.0,156.0,88
4234,2024-07-30,4,102,55,275.0,13.75,261.25,88
4235,2024-07-30,4,201,8,200.0,0.0,200.0,88
4236,2024-07-30,4,202,8,400.0,0.0,400.0,88
4237,2024-07-30,5,101,62,186.0,3.72,182.28,104
4238,2024-07-30,5,102,62,310.0,0.0,310.0,104
4239,2024-07-30,5,201,13,325.0,16.25,308.75,104
4240,2024-07-30,5,202,18,900.0,18.0,882.0,104
4241,2024-07-31,1,101,53,159.0,0.0,159.0,77
4242,2024-07-31,1,102,49,245.0,0.0,245.0,77
4243,2024-07-31,1,201,9,225.0,0.0,225.0,77
4244,2024-07-31,1,202,9,450.0,22.5,427.5,77
4245,2024-07-31,2,101,32,96.0,0.0,96.0,69
4246,2024-07-31,2,102,42,210.0,0.0,210.0,69
4247,2024-07-31,2,201,10,250.0,5.0,245.0,69
4248,2024-07-31,2,202,9,450.0,9.0,441.0,69
4249,2024-07-31,3,101,94,282.0,0.0,282.0,147
4250,2024-07-31,3,102,93,465.0,0.0,465.0,147
4251,2024-07-31,3,201,25,625.0,0.0,625.0,147
4252,2024-07-31,3,202,24,1200.0,0.0,1200.0,147
4253,2024-07-31,4,101,63,189.0,0.0,189.0,99
4254,2024-07-31,4,102,80,400.0,0.0,400.0,99
4255,2024-07-31,4,201,13,325.0,6.5,318.5,99
4256,2024-07-31,4,202,10,500.0,0.0,500.0,99
4257,2024-07-31,5,101,94,282.0,5.64,276.36,154
4258,2024-07-31,5,102,104,520.0,10.4,509.6,154
4259,2024-07-31,5,201,15,375.0,0.0,375.0,154
4260,2024-07-31,5,202,24,1200.0,0.0,1200.0,154
4261,2024-08-01,1,101,51,153.0,0.0,153.0,87
4262,2024-08-01,1,102,55,275.0,5.5,269.5,87
4263,2024-08-01,1,201,12,300.0,0.0,300.0,87
4264,2024-08-01,1,202,9,450.0,0.0,450.0,87
4265,2024-08-01,2,101,50,150.0,0.0,150.0,91
4266,2024-08-01,2,102,52,260.0,5.2,254.8,91
4267,2024-08-01,2,201,13,325.0,0.0,325.0,91
4268,2024-08-01,2,202,15,750.0,0.0,750.0,91
4269,2024-08-01,3,101,104,312.0,0.0,312.0,148
4270,2024-08-01,3,102,113,565.0,0.0,565.0,148
4271,2024-08-01,3,201,15,375.0,0.0,375.0,148
4272,2024-08-01,3,202,32,1600.0,32.0,1568.0,148
4273,2024-08-01,4,101,69,207.0,4.14,202.86,110
4274,2024-08-01,4,102,71,355.0,0.0,355.0,110
4275,2024-08-01,4,201,5,125.0,0.0,125.0,110
4276,2024-08-01,4,202,8,400.0,20.0,380.0,110
4277,2024-08-01,5,101,124,372.0,0.0,372.0,176
4278,2024-08-01,5,102,133,665.0,0.0,665.0,176
4279,2024-08-01,5,201,17,425.0,0.0,425.0,176
4280,2024-08-01,5,202,24,1200.0,0.0,1200.0,176
4281,2024-08-02,1,101,37,111.0,0.0,111.0,65
4282,2024-08-02,1,102,42,210.0,4.2,205.8,65
4283,2024-08-02,1,201,7,175.0,0.0,175.0,65
4284,2024-08-02,1,202,8,400.0,0.0,400.0,65
4285,2024-08-02,2,101,48,144.0,0.0,144.0,88
4286,2024-08-02,2,102,46,230.0,0.0,230.0,88
4287,2024-08-02,2,201,10,250.0,0.0,250.0,88
4288,2024-08-02,2,202,11,550.0,0.0,550.0,88
4289,2024-08-02,3,101,101,303.0,0.0,303.0,142
4290,2024-08-02,3,102,94,470.0,0.0,470.0,142
4291,2024-08-02,3,201,18,450.0,0.0,450.0,142
4292,2024-08-02,3,202,17,850.0,0.0,850.0,142
4293,2024-08-02,4,101,51,153.0,0.0,153.0,82
4294,2024-08-02,4,102,49,245.0,4.9,240.1,82
4295,2024-08-02,4,201,11,275.0,0.0,275.0,82
4296,2024-08-02,4,202,7,350.0,0.0,350.0,82
4297,2024-08-02,5,101,86,258.0,5.16,252.84,134
4298,2024-08-02,5,102,98,490.0,9.8,480.2,134
4299,2024-08-02,5,201,11,275.0,5.5,269.5,134
4300,2024-08-02,5,202,22,1100.0,0.0,1100.0,134
4301,2024-08-03,1,101,55,165.0,8.25,156.75,109
4302,2024-08-03,1,102,62,310.0,0.0,310.0,109
4303,2024-08-03,1,201,17,425.0,0.0,425.0,109
4304,2024-08-03,1,202,10,500.0,0.0,500.0,109
4305,2024-08-03,2,101,75,225.0,11.25,213.75,107
4306,2024-08-03,2,102,69,345.0,17.25,327.75,107
4307,2024-08-03,2,201,16,400.0,0.0,400.0,107
4308,2024-08-03,2,202,15,750.0,0.0,750.0,107
4309,2024-08-03,3,101,116,348.0,17.4,330.6,195
4310,2024-08-03,3,102,126,630.0,12.6,617.4,195
4311,2024-08-03,3,201,21,525.0,0.0,525.0,195
4312,2024-08-03,3,202,16,800.0,0.0,800.0,195
4313,2024-08-03,4,101,55,165.0,0.0,165.0,96
4314,2024-08-03,4,102,55,275.0,0.0,275.0,96
4315,2024-08-03,4,201,13,325.0,0.0,325.0,96
4316,2024-08-03,4,202,14,700.0,35.0,665.0,96
4317,2024-08-03,5,101,109,327.0,6.54,320.46,143
4318,2024-08-03,5,102,105,525.0,10.5,514.5,143
4319,2024-08-03,5,201,17,425.0,8.5,416.5,143
4320,2024-08-03,5,202,21,1050.0,0.0,1050.0,143
4321,2024-08-04,1,101,68,204.0,0.0,204.0,107
4322,2024-08-04,1,102,61,305.0,0.0,305.0,107
4323,2024-08-04,1,201,10,250.0,0.0,250.0,107
4324,2024-08-04,1,202,10,500.0,0.0,500.0,107
4325,2024-08-04,2,101,79,237.0,0.0,237.0,95
4326,2024-08-04,2,102,58,290.0,0.0,290.0,95
4327,2024-08-04,2,201,12,300.0,0.0,300.0,95
4328,2024-08-04,2,202,11,550.0,0.0,550.0,95
4329,2024-08-04,3,101,110,330.0,0.0,330.0,140
4330,2024-08-04,3,102,124,620.0,0.0,620.0,140
4331,2024-08-04,3,201,15,375.0,0.0,375.0,140
4332,2024-08-04,3,202,22,1100.0,0.0,1100.0,140
4333,2024-08-04,4,101,52,156.0,0.0,156.0,109
4334,2024-08-04,4,102,63,315.0,6.3,308.7,109
4335,2024-08-04,4,201,15,375.0,0.0,375.0,109
4336,2024-08-04,4,202,12,600.0,0.0,600.0,109
4337,2024-08-04,5,101,101,303.0,0.0,303.0,149
4338,2024-08-04,5,102,95,475.0,0.0,475.0,149
4339,2024-08-04,5,201,20,500.0,0.0,500.0,149
4340,2024-08-04,5,202,23,1150.0,0.0,1150.0,149
4341,2024-08-05,1,101,53,159.0,3.18,155.82,92
4342,2024-08-05,1,102,52,260.0,5.2,254.8,92
4343,2024-08-05,1,201,10,250.0,5.0,245.0,92
4344,2024-08-05,1,202,12,600.0,12.0,588.0,92
4345,2024-08-05,2,101,42,126.0,0.0,126.0,87
4346,2024-08-05,2,102,53,265.0,0.0,265.0,87
4347,2024-08-05,2,201,9,225.0,0.0,225.0,87
4348,2024-08-05,2,202,11,550.0,0.0,550.0,87
4349,2024-08-05,3,101,71,213.0,0.0,213.0,114
4350,2024-08-05,3,102,82,410.0,0.0,410.0,114
4351,2024-08-05,3,201,14,350.0,0.0,350.0,114
4352,2024-08-05,3,202,16,800.0,40.0,760.0,114
4353,2024-08-05,4,101,59,177.0,0.0,177.0,92
4354,2024-08-05,4,102,56,280.0,0.0,280.0,92
4355,2024-08-05,4,201,11,275.0,13.75,261.25,92
4356,2024-08-05,4,202,12,600.0,12.0,588.0,92
4357,2024-08-05,5,101,114,342.0,0.0,342.0,162
4358,2024-08-05,5,102,113,565.0,0.0,565.0,162
4359,2024-08-05,5,201,20,500.0,0.0,500.0,162
4360,2024-08-05,5,202,25,1250.0,0.0,1250.0,162
4361,2024-08-06,1,101,55,165.0,3.3,161.7,82
4362,2024-08-06,1,102,49,245.0,0.0,245.0,82
4363,2024-08-06,1,201,12,300.0,15.0,285.0,82
4364,2024-08-06,1,202,9,450.0,0.0,450.0,82
4365,2024-08-06,2,101,45,135.0,2.7,132.3,80
4366,2024-08-06,2,102,55,275.0,13.75,261.25,80
4367,2024-08-06,2,201,13,325.0,0.0,325.0,80
4368,2024-08-06,2,202,15,750.0,0.0,750.0,80
4369,2024-08-06,3,101,115,345.0,0.0,345.0,135
4370,2024-08-06,3,102,95,475.0,0.0,475.0,135
4371,2024-08-06,3,201,17,425.0,0.0,425.0,135
4372,2024-08-06,3,202,20,1000.0,0.0,1000.0,135
4373,2024-08-06,4,101,35,105.0,2.1,102.9,85
4374,2024-08-06,4,102,60,300.0,0.0,300.0,85
4375,2024-08-06,4,201,15,375.0,0.0,375.0,85
4376,2024-08-06,4,202,13,650.0,0.0,650.0,85
4377,2024-08-06,5,101,90,270.0,0.0,270.0,116
4378,2024-08-06,5,102,74,370.0,18.5,351.5,116
4379,2024-08-06,5,201,12,300.0,0.0,300.0,116
4380,2024-08-06,5,202,11,550.0,11.0,539.0,116
4381,2024-08-07,1,101,37,111.0,2.22,108.78,64
4382,2024-08-07,1,102,35,175.0,3.5,171.5,64
4383,2024-08-07,1,201,7,175.0,3.5,171.5,64
4384,2024-08-07,1,202,8,400.0,0.0,400.0,64
4385,2024-08-07,2,101,58,174.0,0.0,174.0,95
4386,2024-08-07,2,102,49,245.0,0.0,245.0,95
4387,2024-08-07,2,201,7,175.0,3.5,171.5,95
4388,2024-08-07,2,202,13,650.0,0.0,650.0,95
4389,2024-08-07,3,101,96,288.0,0.0,288.0,113
4390,2024-08-07,3,102,78,390.0,0.0,390.0,113
4391,2024-08-07,3,201,17,425.0,0.0,425.0,113
4392,2024-08-07,3,202,16,800.0,0.0,800.0,113
4393,2024-08-07,4,101,45,135.0,0.0,135.0,85
4394,2024-08-07,4,102,47,235.0,4.7,230.3,85
4395,2024-08-07,4,201,13,325.0,0.0,325.0,85
4396,2024-08-07,4,202,10,500.0,10.0,490.0,85
4397,2024-08-07,5,101,90,270.0,0.0,270.0,149
4398,2024-08-07,5,102,93,465.0,9.3,455.7,149
4399,2024-08-07,5,201,19,475.0,0.0,475.0,149
4400,2024-08-07,5,202,18,900.0,45.0,855.0,149
4401,2024-08-08,1,101,48,144.0,7.2,136.8,112
4402,2024-08-08,1,102,63,315.0,0.0,315.0,112
4403,2024-08-08,1,201,13,325.0,0.0,325.0,112
4404,2024-08-08,1,202,15,750.0,0.0,750.0,112
4405,2024-08-08,2,101,55,165.0,0.0,165.0,88
4406,2024-08-08,2,102,37,185.0,9.25,175.75,88
4407,2024-08-08,2,201,11,275.0,5.5,269.5,88
4408,2024-08-08,2,202,6,300.0,0.0,300.0,88
4409,2024-08-08,3,101,105,315.0,0.0,315.0,147
4410,2024-08-08,3,102,107,535.0,0.0,535.0,147
4411,2024-08-08,3,201,20,500.0,10.0,490.0,147
4412,2024-08-08,3,202,23,1150.0,0.0,1150.0,147
4413,2024-08-08,4,101,56,168.0,0.0,168.0,63
4414,2024-08-08,4,102,27,135.0,0.0,135.0,63
4415,2024-08-08,4,201,9,225.0,0.0,225.0,63
4416,2024-08-08,4,202,5,250.0,0.0,250.0,63
4417,2024-08-08,5,101,83,249.0,4.98,244.02,111
4418,2024-08-08,5,102,74,370.0,0.0,370.0,111
4419,2024-08-08,5,201,15,375.0,0.0,375.0,111
4420,2024-08-08,5,202,15,750.0,0.0,750.0,111
4421,2024-08-09,1,101,53,159.0,3.18,155.82,99
4422,2024-08-09,1,102,83,415.0,0.0,415.0,99
4423,2024-08-09,1,201,11,275.0,0.0,275.0,99
4424,2024-08-09,1,202,11,550.0,11.0,539.0,99
4425,2024-08-09,2,101,47,141.0,0.0,141.0,90
4426,2024-08-09,2,102,44,220.0,0.0,220.0,90
4427,2024-08-09,2,201,7,175.0,0.0,175.0,90
4428,2024-08-09,2,202,17,850.0,17.0,833.0,90
4429,2024-08-09,3,101,84,252.0,0.0,252.0,131
4430,2024-08-09,3,102,89,445.0,0.0,445.0,131
4431,2024-08-09,3,201,14,350.0,0.0,350.0,131
4432,2024-08-09,3,202,14,700.0,0.0,700.0,131
4433,2024-08-09,4,101,45,135.0,2.7,132.3,85
4434,2024-08-09,4,102,60,300.0,0.0,300.0,85
4435,2024-08-09,4,201,7,175.0,3.5,171.5,85
4436,2024-08-09,4,202,6,300.0,0.0,300.0,85
4437,2024-08-09,5,101,72,216.0,0.0,216.0,113
4438,2024-08-09,5,102,71,355.0,0.0,355.0,113
4439,2024-08-09,5,201,14,350.0,0.0,350.0,113
4440,2024-08-09,5,202,14,700.0,0.0,700.0,113
4441,2024-08-10,1,101,66,198.0,3.96,194.04,114
4442,2024-08-10,1,102,64,320.0,0.0,320.0,114
4443,2024-08-10,1,201,13,325.0,16.25,308.75,114
4444,2024-08-10,1,202,16,800.0,0.0,800.0,114
4445,2024-08-10,2,101,72,216.0,0.0,216.0,144
4446,2024-08-10,2,102,95,475.0,0.0,475.0,144
4447,2024-08-10,2,201,21,525.0,0.0,525.0,144
4448,2024-08-10,2,202,12,600.0,30.0,570.0,144
4449,2024-08-10,3,101,144,432.0,21.6,410.4,207
4450,2024-08-10,3,102,144,720.0,0.0,720.0,207
4451,2024-08-10,3,201,26,650.0,0.0,650.0,207
4452,2024-08-10,3,202,31,1550.0,77.5,1472.5,207
4453,2024-08-10,4,101,48,144.0,0.0,144.0,72
4454,2024-08-10,4,102,49,245.0,0.0,245.0,72
4455,2024-08-10,4,201,2,50.0,2.5,47.5,72
4456,2024-08-10,4,202,7,350.0,17.5,332.5,72
4457,2024-08-10,5,101,106,318.0,6.36,311.64,159
4458,2024-08-10,5,102,113,565.0,0.0,565.0,159
4459,2024-08-10,5,201,23,575.0,11.5,563.5,159
4460,2024-08-10,5,202,18,900.0,0.0,900.0,159
4461,2024-08-11,1,101,82,246.0,0.0,246.0,124
4462,2024-08-11,1,102,74,370.0,7.4,362.6,124
4463,2024-08-11,1,201,18,450.0,0.0,450.0,124
4464,2024-08-11,1,202,15,750.0,15.0,735.0,124
4465,2024-08-11,2,101,58,174.0,0.0,174.0,103
4466,2024-08-11,2,102,53,265.0,5.3,259.7,103
4467,2024-08-11,2,201,15,375.0,0.0,375.0,103
4468,2024-08-11,2,202,5,250.0,0.0,250.0,103
4469,2024-08-11,3,101,152,456.0,0.0,456.0,184
4470,2024-08-11,3,102,134,670.0,0.0,670.0,184
4471,2024-08-11,3,201,31,775.0,15.5,759.5,184
4472,2024-08-11,3,202,29,1450.0,29.0,1421.0,184
4473,2024-08-11,4,101,66,198.0,0.0,198.0,89
4474,2024-08-11,4,102,44,220.0,0.0,220.0,89
4475,2024-08-11,4,201,7,175.0,0.0,175.0,89
4476,2024-08-11,4,202,12,600.0,0.0,600.0,89
4477,2024-08-11,5,101,109,327.0,0.0,327.0,151
4478,2024-08-11,5,102,97,485.0,0.0,485.0,151
4479,2024-08-11,5,201,20,500.0,0.0,500.0,151
4480,2024-08-11,5,202,14,700.0,35.0,665.0,151
4481,2024-08-12,1,101,66,198.0,0.0,198.0,98
4482,2024-08-12,1,102,49,245.0,12.25,232.75,98
4483,2024-08-12,1,201,9,225.0,4.5,220.5,98
4484,2024-08-12,1,202,13,650.0,0.0,650.0,98
4485,2024-08-12,2,101,55,165.0,0.0,165.0,95
4486,2024-08-12,2,102,66,330.0,0.0,330.0,95
4487,2024-08-12,2,201,10,250.0,0.0,250.0,95
4488,2024-08-12,2,202,10,500.0,0.0,500.0,95
4489,2024-08-12,3,101,99,297.0,14.85,282.15,139
4490,2024-08-12,3,102,101,505.0,0.0,505.0,139
4491,2024-08-12,3,201,16,400.0,0.0,400.0,139
4492,2024-08-12,3,202,21,1050.0,52.5,997.5,139
4493,2024-08-12,4,101,58,174.0,0.0,174.0,81
4494,2024-08-12,4,102,50,250.0,12.5,237.5,81
4495,2024-08-12,4,201,14,350.0,0.0,350.0,81
4496,2024-08-12,4,202,7,350.0,0.0,350.0,81
4497,2024-08-12,5,101,95,285.0,0.0,285.0,135
4498,2024-08-12,5,102,82,410.0,0.0,410.0,135
4499,2024-08-12,5,201,24,600.0,0.0,600.0,135
4500,2024-08-12,5,202,12,600.0,0.0,600.0,135
4501,2024-08-13,1,101,47,141.0,0.0,141.0,94
4502,2024-08-13,1,102,68,340.0,6.8,333.2,94
4503,2024-08-13,1,201,9,225.0,0.0,225.0,94
4504,2024-08-13,1,202,11,550.0,0.0,550.0,94
4505,2024-08-13,2,101,42,126.0,0.0,126.0,76
4506,2024-08-13,2,102,45,225.0,0.0,225.0,76
4507,2024-08-13,2,201,5,125.0,6.25,118.75,76
4508,2024-08-13,2,202,6,300.0,15.0,285.0,76
4509,2024-08-13,3,101,105,315.0,0.0,315.0,150
4510,2024-08-13,3,102,98,490.0,0.0,490.0,150
4511,2024-08-13,3,201,20,500.0,0.0,500.0,150
4512,2024-08-13,3,202,17,850.0,17.0,833.0,150
4513,2024-08-13,4,101,59,177.0,0.0,177.0,93
4514,2024-08-13,4,102,57,285.0,0.0,285.0,93
4515,2024-08-13,4,201,9,225.0,0.0,225.0,93
4516,2024-08-13,4,202,12,600.0,12.0,588.0,93
4517,2024-08-13,5,101,98,294.0,5.88,288.12,123
4518,2024-08-13,5,102,73,365.0,0.0,365.0,123
4519,2024-08-13,5,201,20,500.0,0.0,500.0,123
4520,2024-08-13,5,202,10,500.0,0.0,500.0,123
4521,2024-08-14,1,101,69,207.0,0.0,207.0,103
4522,2024-08-14,1,102,61,305.0,0.0,305.0,103
4523,2024-08-14,1,201,16,400.0,0.0,400.0,103
4524,2024-08-14,1,202,17,850.0,0.0,850.0,103
4525,2024-08-14,2,101,64,192.0,0.0,192.0,99
4526,2024-08-14,2,102,57,285.0,0.0,285.0,99
4527,2024-08-14,2,201,8,200.0,0.0,200.0,99
4528,2024-08-14,2,202,9,450.0,22.5,427.5,99
4529,2024-08-14,3,101,95,285.0,0.0,285.0,120
4530,2024-08-14,3,102,92,460.0,0.0,460.0,120
4531,2024-08-14,3,201,14,350.0,17.5,332.5,120
4532,2024-08-14,3,202,16,800.0,16.0,784.0,120
4533,2024-08-14,4,101,66,198.0,3.96,194.04,106
4534,2024-08-14,4,102,80,400.0,20.0,380.0,106
4535,2024-08-14,4,201,9,225.0,0.0,225.0,106
4536,2024-08-14,4,202,21,1050.0,21.0,1029.0,106
4537,2024-08-14,5,101,80,240.0,0.0,240.0,120
4538,2024-08-14,5,102,81,405.0,0.0,405.0,120
4539,2024-08-14,5,201,27,675.0,0.0,675.0,120
4540,2024-08-14,5,202,16,800.0,40.0,760.0,120
4541,2024-08-15,1,101,47,141.0,0.0,141.0,88
4542,2024-08-15,1,102,43,215.0,0.0,215.0,88
4543,2024-08-15,1,201,12,300.0,15.0,285.0,88
4544,2024-08-15,1,202,12,600.0,12.0,588.0,88
4545,2024-08-15,2,101,53,159.0,3.18,155.82,101
4546,2024-08-15,2,102,57,285.0,14.25,270.75,101
4547,2024-08-15,2,201,10,250.0,0.0,250.0,101
4548,2024-08-15,2,202,16,800.0,0.0,800.0,101
4549,2024-08-15,3,101,95,285.0,0.0,285.0,135
4550,2024-08-15,3,102,107,535.0,0.0,535.0,135
4551,2024-08-15,3,201,14,350.0,0.0,350.0,135
4552,2024-08-15,3,202,26,1300.0,26.0,1274.0,135
4553,2024-08-15,4,101,50,150.0,3.0,147.0,98
4554,2024-08-15,4,102,63,315.0,0.0,315.0,98
4555,2024-08-15,4,201,9,225.0,0.0,225.0,98
4556,2024-08-15,4,202,3,150.0,0.0,150.0,98
4557,2024-08-15,5,101,92,276.0,0.0,276.0,133
